v,omega,x,y,phi,xr,yr,phir,delta
0.0000,0.0000,0.0000,0.1000,0.1171,0.1000,0.0100,0.0997,-0.0469
-0.0528,-0.0358,0.0993,0.1117,0.1171,0.1000,0.0100,0.0997,-0.0398
-0.0741,-0.0518,0.1988,0.1223,0.1164,0.1000,0.0100,0.0997,-0.0358
-0.0814,-0.0581,0.2982,0.1325,0.1154,0.1000,0.0100,0.0997,-0.0332
-0.0825,-0.0599,0.3978,0.1424,0.1142,0.1000,0.0100,0.0997,-0.0313
-0.0809,-0.0594,0.4973,0.1521,0.1130,0.1000,0.0100,0.0997,-0.0297
-0.0783,-0.0578,0.5969,0.1618,0.1118,0.1000,0.0100,0.0997,-0.0283
-0.0752,-0.0558,0.6964,0.1714,0.1107,0.1000,0.0100,0.0997,-0.0270
-0.0720,-0.0536,0.7960,0.1809,0.1095,0.1000,0.0100,0.0997,-0.0257
-0.0689,-0.0513,0.8955,0.1904,0.1085,0.1000,0.0100,0.0997,-0.0245
-0.0658,-0.0491,0.9951,0.1999,0.1075,0.1000,0.0100,0.0997,-0.0234
-0.0628,-0.0469,1.0946,0.2093,0.1065,0.1000,0.0100,0.0997,-0.0223
-0.0598,-0.0447,1.1942,0.2187,0.1055,0.1000,0.0100,0.0997,-0.0212
-0.0570,-0.0426,1.2938,0.2280,0.1046,0.1000,0.0100,0.0997,-0.0202
-0.0543,-0.0406,1.3933,0.2373,0.1038,0.1000,0.0100,0.0997,-0.0192
-0.0517,-0.0387,1.4929,0.2466,0.1030,0.1000,0.0100,0.0997,-0.0183
-0.0492,-0.0368,1.5925,0.2559,0.1022,0.1000,0.0100,0.0997,-0.0173
-0.0468,-0.0350,1.6921,0.2651,0.1015,0.1000,0.0100,0.0997,-0.0165
-0.0445,-0.0333,1.7917,0.2743,0.1008,0.1000,0.0100,0.0997,-0.0156
-0.0422,-0.0316,1.8912,0.2835,0.1001,0.1000,0.0100,0.0997,-0.0148
-0.0400,-0.0300,1.9908,0.2926,0.0995,0.1000,0.0100,0.0997,-0.0140
-0.0380,-0.0284,2.0904,0.3018,0.0989,0.1000,0.0100,0.0997,-0.0133
-0.0360,-0.0269,2.1900,0.3109,0.0983,0.1000,0.0100,0.0997,-0.0125
-0.0340,-0.0255,2.2896,0.3200,0.0978,0.1000,0.0100,0.0997,-0.0118
-0.0322,-0.0241,2.3892,0.3291,0.0973,0.1000,0.0100,0.0997,-0.0112
-0.0304,-0.0228,2.4888,0.3381,0.0968,0.1000,0.0100,0.0997,-0.0105
-0.0287,-0.0215,2.5884,0.3472,0.0963,0.1000,0.0100,0.0997,-0.0099
-0.0270,-0.0203,2.6879,0.3562,0.0959,0.1000,0.0100,0.0997,-0.0093
-0.0255,-0.0191,2.7875,0.3653,0.0955,0.1000,0.0100,0.0997,-0.0087
-0.0239,-0.0180,2.8871,0.3743,0.0951,0.1000,0.0100,0.0997,-0.0082
-0.0225,-0.0169,2.9867,0.3833,0.0947,0.1000,0.0100,0.0997,-0.0077
-0.0211,-0.0158,3.0863,0.3923,0.0944,0.1000,0.0100,0.0997,-0.0072
-0.0197,-0.0148,3.1859,0.4013,0.0941,0.1000,0.0100,0.0997,-0.0067
-0.0185,-0.0138,3.2855,0.4103,0.0938,0.1000,0.0100,0.0997,-0.0062
-0.0172,-0.0129,3.3851,0.4193,0.0935,0.1000,0.0100,0.0997,-0.0058
-0.0160,-0.0120,3.4847,0.4283,0.0933,0.1000,0.0100,0.0997,-0.0053
-0.0149,-0.0112,3.5843,0.4373,0.0930,0.1000,0.0100,0.0997,-0.0049
-0.0138,-0.0104,3.6839,0.4463,0.0928,0.1000,0.0100,0.0997,-0.0045
-0.0127,-0.0096,3.7835,0.4553,0.0926,0.1000,0.0100,0.0997,-0.0042
-0.0117,-0.0088,3.8831,0.4643,0.0924,0.1000,0.0100,0.0997,-0.0038
-0.0108,-0.0081,3.9827,0.4733,0.0922,0.1000,0.0100,0.0997,-0.0035
-0.0099,-0.0074,4.0823,0.4823,0.0920,0.1000,0.0100,0.0997,-0.0031
-0.0090,-0.0068,4.1819,0.4913,0.0919,0.1000,0.0100,0.0997,-0.0028
-0.0081,-0.0062,4.2815,0.5003,0.0918,0.1000,0.0100,0.0997,-0.0025
-0.0073,-0.0056,4.3811,0.5093,0.0916,0.1000,0.0100,0.0997,-0.0022
-0.0066,-0.0050,4.4806,0.5183,0.0915,0.1000,0.0100,0.0997,-0.0020
-0.0058,-0.0044,4.5802,0.5273,0.0914,0.1000,0.0100,0.0997,-0.0017
-0.0051,-0.0039,4.6798,0.5363,0.0913,0.1000,0.0100,0.0997,-0.0014
-0.0045,-0.0034,4.7794,0.5453,0.0913,0.1000,0.0100,0.0997,-0.0012
-0.0038,-0.0029,4.8790,0.5543,0.0912,0.1000,0.0100,0.0997,-0.0010
-0.0032,-0.0025,4.9786,0.5634,0.0911,0.1000,0.0100,0.0997,-0.0008
-0.0026,-0.0020,5.0782,0.5724,0.0911,0.1000,0.0100,0.0997,-0.0006
-0.0021,-0.0016,5.1778,0.5814,0.0910,0.1000,0.0100,0.0997,-0.0004
-0.0016,-0.0012,5.2774,0.5905,0.0910,0.1000,0.0100,0.0997,-0.0002
-0.0011,-0.0009,5.3770,0.5996,0.0910,0.1000,0.0100,0.0997,0.0000
-0.0006,-0.0005,5.4766,0.6086,0.0910,0.1000,0.0100,0.0997,0.0002
-0.0001,-0.0002,5.5761,0.6177,0.0910,0.1000,0.0100,0.0997,0.0003
0.0003,0.0002,5.6757,0.6268,0.0910,0.1000,0.0100,0.0997,0.0005
0.0007,0.0005,5.7753,0.6359,0.0910,0.1000,0.0100,0.0997,0.0006
0.0011,0.0008,5.8749,0.6450,0.0910,0.1000,0.0100,0.0997,0.0008
0.0015,0.0010,5.9745,0.6541,0.0910,0.1000,0.0100,0.0997,0.0009
0.0018,0.0013,6.0741,0.6632,0.0910,0.1000,0.0100,0.0997,0.0010
0.0021,0.0015,6.1737,0.6723,0.0910,0.1000,0.0100,0.0997,0.0011
0.0024,0.0018,6.2732,0.6814,0.0911,0.1000,0.0100,0.0997,0.0012
0.0027,0.0020,6.3728,0.6906,0.0911,0.1000,0.0100,0.0997,0.0013
0.0030,0.0022,6.4724,0.6997,0.0911,0.1000,0.0100,0.0997,0.0014
0.0033,0.0024,6.5720,0.7089,0.0912,0.1000,0.0100,0.0997,0.0015
0.0035,0.0026,6.6716,0.7181,0.0912,0.1000,0.0100,0.0997,0.0016
0.0037,0.0027,6.7711,0.7273,0.0913,0.1000,0.0100,0.0997,0.0017
0.0040,0.0029,6.8707,0.7364,0.0913,0.1000,0.0100,0.0997,0.0017
0.0042,0.0031,6.9703,0.7456,0.0914,0.1000,0.0100,0.0997,0.0018
0.0044,0.0032,7.0699,0.7549,0.0915,0.1000,0.0100,0.0997,0.0019
0.0045,0.0033,7.1694,0.7641,0.0915,0.1000,0.0100,0.0997,0.0019
0.0047,0.0034,7.2690,0.7733,0.0916,0.1000,0.0100,0.0997,0.0020
0.0048,0.0036,7.3686,0.7825,0.0917,0.1000,0.0100,0.0997,0.0020
0.0050,0.0037,7.4682,0.7918,0.0917,0.1000,0.0100,0.0997,0.0021
0.0051,0.0038,7.5677,0.8010,0.0918,0.1000,0.0100,0.0997,0.0021
0.0052,0.0039,7.6673,0.8103,0.0919,0.1000,0.0100,0.0997,0.0022
0.0053,0.0039,7.7669,0.8196,0.0920,0.1000,0.0100,0.0997,0.0022
0.0054,0.0040,7.8664,0.8289,0.0920,0.1000,0.0100,0.0997,0.0022
0.0055,0.0041,7.9660,0.8382,0.0921,0.1000,0.0100,0.0997,0.0023
0.0056,0.0041,8.0656,0.8475,0.0922,0.1000,0.0100,0.0997,0.0023
0.0057,0.0042,8.1651,0.8568,0.0923,0.1000,0.0100,0.0997,0.0023
0.0058,0.0043,8.2647,0.8661,0.0924,0.1000,0.0100,0.0997,0.0023
0.0058,0.0043,8.3643,0.8755,0.0924,0.1000,0.0100,0.0997,0.0023
0.0059,0.0043,8.4638,0.8848,0.0925,0.1000,0.0100,0.0997,0.0024
0.0059,0.0044,8.5634,0.8942,0.0926,0.1000,0.0100,0.0997,0.0024
0.0059,0.0044,8.6629,0.9035,0.0927,0.1000,0.0100,0.0997,0.0024
0.0060,0.0044,8.7625,0.9129,0.0928,0.1000,0.0100,0.0997,0.0024
0.0060,0.0044,8.8621,0.9223,0.0929,0.1000,0.0100,0.0997,0.0024
0.0060,0.0045,8.9616,0.9317,0.0930,0.1000,0.0100,0.0997,0.0024
0.0060,0.0045,9.0612,0.9411,0.0931,0.1000,0.0100,0.0997,0.0024
0.0061,0.0045,9.1607,0.9505,0.0932,0.1000,0.0100,0.0997,0.0024
0.0061,0.0045,9.2603,0.9599,0.0932,0.1000,0.0100,0.0997,0.0024
0.0061,0.0045,9.3598,0.9694,0.0933,0.1000,0.0100,0.0997,0.0024
0.0061,0.0045,9.4594,0.9788,0.0934,0.1000,0.0100,0.0997,0.0024
0.0060,0.0045,9.5589,0.9883,0.0935,0.1000,0.0100,0.0997,0.0024
0.0060,0.0045,9.6585,0.9977,0.0936,0.1000,0.0100,0.0997,0.0024
0.0060,0.0045,9.7580,1.0072,0.0937,0.1000,0.0100,0.0997,0.0024
0.0060,0.0044,9.8576,1.0167,0.0938,0.1000,0.0100,0.0997,0.0024
0.0060,0.0044,9.9571,1.0261,0.0939,0.1000,0.0100,0.0997,0.0023
0.0060,0.0044,10.0567,1.0356,0.0940,0.1000,0.0100,0.0997,0.0023
0.0059,0.0044,10.1562,1.0451,0.0940,0.1000,0.0100,0.0997,0.0023
0.0059,0.0044,10.2558,1.0546,0.0941,0.1000,0.0100,0.0997,0.0023
0.0059,0.0043,10.3553,1.0642,0.0942,0.1000,0.0100,0.0997,0.0023
0.0058,0.0043,10.4549,1.0737,0.0943,0.1000,0.0100,0.0997,0.0023
0.0058,0.0043,10.5544,1.0832,0.0944,0.1000,0.0100,0.0997,0.0023
0.0057,0.0043,10.6540,1.0928,0.0945,0.1000,0.0100,0.0997,0.0022
0.0057,0.0042,10.7535,1.1023,0.0946,0.1000,0.0100,0.0997,0.0022
0.0057,0.0042,10.8531,1.1119,0.0946,0.1000,0.0100,0.0997,0.0022
0.0056,0.0042,10.9526,1.1214,0.0947,0.1000,0.0100,0.0997,0.0022
0.0056,0.0041,11.0521,1.1310,0.0948,0.1000,0.0100,0.0997,0.0022
0.0055,0.0041,11.1517,1.1406,0.0949,0.1000,0.0100,0.0997,0.0021
0.0055,0.0040,11.2512,1.1502,0.0950,0.1000,0.0100,0.0997,0.0021
0.0054,0.0040,11.3508,1.1597,0.0951,0.1000,0.0100,0.0997,0.0021
0.0053,0.0040,11.4503,1.1693,0.0951,0.1000,0.0100,0.0997,0.0021
0.0053,0.0039,11.5498,1.1790,0.0952,0.1000,0.0100,0.0997,0.0020
0.0052,0.0039,11.6494,1.1886,0.0953,0.1000,0.0100,0.0997,0.0020
0.0052,0.0038,11.7489,1.1982,0.0954,0.1000,0.0100,0.0997,0.0020
0.0051,0.0038,11.8484,1.2078,0.0955,0.1000,0.0100,0.0997,0.0020
0.0051,0.0038,11.9480,1.2174,0.0955,0.1000,0.0100,0.0997,0.0020
0.0050,0.0037,12.0475,1.2271,0.0956,0.1000,0.0100,0.0997,0.0019
0.0049,0.0037,12.1470,1.2367,0.0957,0.1000,0.0100,0.0997,0.0019
0.0049,0.0036,12.2466,1.2464,0.0957,0.1000,0.0100,0.0997,0.0019
0.0048,0.0036,12.3461,1.2560,0.0958,0.1000,0.0100,0.0997,0.0019
0.0048,0.0035,12.4456,1.2657,0.0959,0.1000,0.0100,0.0997,0.0018
0.0047,0.0035,12.5452,1.2754,0.0960,0.1000,0.0100,0.0997,0.0018
0.0046,0.0034,12.6447,1.2850,0.0960,0.1000,0.0100,0.0997,0.0018
0.0046,0.0034,12.7442,1.2947,0.0961,0.1000,0.0100,0.0997,0.0018
0.0045,0.0034,12.8438,1.3044,0.0962,0.1000,0.0100,0.0997,0.0017
0.0044,0.0033,12.9433,1.3141,0.0962,0.1000,0.0100,0.0997,0.0017
0.0044,0.0033,13.0428,1.3238,0.0963,0.1000,0.0100,0.0997,0.0017
0.0043,0.0032,13.1424,1.3335,0.0964,0.1000,0.0100,0.0997,0.0017
0.0043,0.0032,13.2419,1.3432,0.0964,0.1000,0.0100,0.0997,0.0016
0.0042,0.0031,13.3414,1.3529,0.0965,0.1000,0.0100,0.0997,0.0016
0.0041,0.0031,13.4409,1.3626,0.0966,0.1000,0.0100,0.0997,0.0016
0.0041,0.0030,13.5405,1.3724,0.0966,0.1000,0.0100,0.0997,0.0016
0.0040,0.0030,13.6400,1.3821,0.0967,0.1000,0.0100,0.0997,0.0015
0.0040,0.0029,13.7395,1.3918,0.0967,0.1000,0.0100,0.0997,0.0015
0.0039,0.0029,13.8390,1.4016,0.0968,0.1000,0.0100,0.0997,0.0015
0.0038,0.0028,13.9386,1.4113,0.0969,0.1000,0.0100,0.0997,0.0015
0.0038,0.0028,14.0381,1.4211,0.0969,0.1000,0.0100,0.0997,0.0014
0.0037,0.0028,14.1376,1.4308,0.0970,0.1000,0.0100,0.0997,0.0014
0.0036,0.0027,14.2371,1.4406,0.0970,0.1000,0.0100,0.0997,0.0014
0.0036,0.0027,14.3367,1.4503,0.0971,0.1000,0.0100,0.0997,0.0014
0.0035,0.0026,14.4362,1.4601,0.0971,0.1000,0.0100,0.0997,0.0013
0.0035,0.0026,14.5357,1.4699,0.0972,0.1000,0.0100,0.0997,0.0013
0.0034,0.0025,14.6352,1.4796,0.0972,0.1000,0.0100,0.0997,0.0013
0.0034,0.0025,14.7347,1.4894,0.0973,0.1000,0.0100,0.0997,0.0013
0.0033,0.0025,14.8343,1.4992,0.0973,0.1000,0.0100,0.0997,0.0013
0.0032,0.0024,14.9338,1.5090,0.0974,0.1000,0.0100,0.0997,0.0012
0.0032,0.0024,15.0333,1.5188,0.0974,0.1000,0.0100,0.0997,0.0012
0.0031,0.0023,15.1328,1.5285,0.0975,0.1000,0.0100,0.0997,0.0012
0.0031,0.0023,15.2323,1.5383,0.0975,0.1000,0.0100,0.0997,0.0012
0.0030,0.0022,15.3319,1.5481,0.0976,0.1000,0.0100,0.0997,0.0011
0.0030,0.0022,15.4314,1.5579,0.0976,0.1000,0.0100,0.0997,0.0011
0.0029,0.0022,15.5309,1.5677,0.0977,0.1000,0.0100,0.0997,0.0011
0.0029,0.0021,15.6304,1.5776,0.0977,0.1000,0.0100,0.0997,0.0011
0.0028,0.0021,15.7299,1.5874,0.0977,0.1000,0.0100,0.0997,0.0011
0.0028,0.0020,15.8294,1.5972,0.0978,0.1000,0.0100,0.0997,0.0010
0.0027,0.0020,15.9290,1.6070,0.0978,0.1000,0.0100,0.0997,0.0010
0.0027,0.0020,16.0285,1.6168,0.0979,0.1000,0.0100,0.0997,0.0010
0.0026,0.0019,16.1280,1.6266,0.0979,0.1000,0.0100,0.0997,0.0010
0.0026,0.0019,16.2275,1.6365,0.0980,0.1000,0.0100,0.0997,0.0010
0.0025,0.0019,16.3270,1.6463,0.0980,0.1000,0.0100,0.0997,0.0010
0.0025,0.0018,16.4265,1.6561,0.0980,0.1000,0.0100,0.0997,0.0009
0.0024,0.0018,16.5261,1.6660,0.0981,0.1000,0.0100,0.0997,0.0009
0.0024,0.0018,16.6256,1.6758,0.0981,0.1000,0.0100,0.0997,0.0009
0.0023,0.0017,16.7251,1.6857,0.0981,0.1000,0.0100,0.0997,0.0009
0.0023,0.0017,16.8246,1.6955,0.0982,0.1000,0.0100,0.0997,0.0009
0.0022,0.0017,16.9241,1.7053,0.0982,0.1000,0.0100,0.0997,0.0008
0.0022,0.0016,17.0236,1.7152,0.0982,0.1000,0.0100,0.0997,0.0008
0.0021,0.0016,17.1231,1.7250,0.0983,0.1000,0.0100,0.0997,0.0008
0.0021,0.0016,17.2227,1.7349,0.0983,0.1000,0.0100,0.0997,0.0008
0.0021,0.0015,17.3222,1.7448,0.0983,0.1000,0.0100,0.0997,0.0008
0.0020,0.0015,17.4217,1.7546,0.0984,0.1000,0.0100,0.0997,0.0008
0.0020,0.0015,17.5212,1.7645,0.0984,0.1000,0.0100,0.0997,0.0007
0.0019,0.0014,17.6207,1.7743,0.0984,0.1000,0.0100,0.0997,0.0007
0.0019,0.0014,17.7202,1.7842,0.0984,0.1000,0.0100,0.0997,0.0007
0.0019,0.0014,17.8197,1.7941,0.0985,0.1000,0.0100,0.0997,0.0007
0.0018,0.0014,17.9192,1.8039,0.0985,0.1000,0.0100,0.0997,0.0007
0.0018,0.0013,18.0188,1.8138,0.0985,0.1000,0.0100,0.0997,0.0007
0.0017,0.0013,18.1183,1.8237,0.0986,0.1000,0.0100,0.0997,0.0007
0.0017,0.0013,18.2178,1.8336,0.0986,0.1000,0.0100,0.0997,0.0006
0.0017,0.0012,18.3173,1.8434,0.0986,0.1000,0.0100,0.0997,0.0006
0.0016,0.0012,18.4168,1.8533,0.0986,0.1000,0.0100,0.0997,0.0006
0.0016,0.0012,18.5163,1.8632,0.0987,0.1000,0.0100,0.0997,0.0006
0.0016,0.0012,18.6158,1.8731,0.0987,0.1000,0.0100,0.0997,0.0006
0.0015,0.0011,18.7153,1.8830,0.0987,0.1000,0.0100,0.0997,0.0006
0.0015,0.0011,18.8148,1.8928,0.0987,0.1000,0.0100,0.0997,0.0006
0.0015,0.0011,18.9144,1.9027,0.0988,0.1000,0.0100,0.0997,0.0006
0.0014,0.0011,19.0139,1.9126,0.0988,0.1000,0.0100,0.0997,0.0005
0.0014,0.0011,19.1134,1.9225,0.0988,0.1000,0.0100,0.0997,0.0005
0.0014,0.0010,19.2129,1.9324,0.0988,0.1000,0.0100,0.0997,0.0005
0.0014,0.0010,19.3124,1.9423,0.0988,0.1000,0.0100,0.0997,0.0005
0.0013,0.0010,19.4119,1.9522,0.0989,0.1000,0.0100,0.0997,0.0005
0.0013,0.0010,19.5114,1.9621,0.0989,0.1000,0.0100,0.0997,0.0005
0.0013,0.0009,19.6109,1.9720,0.0989,0.1000,0.0100,0.0997,0.0005
0.0012,0.0009,19.7104,1.9819,0.0989,0.1000,0.0100,0.0997,0.0005
0.0012,0.0009,19.8099,1.9918,0.0989,0.1000,0.0100,0.0997,0.0005
0.0012,0.0009,19.9094,2.0017,0.0990,0.1000,0.0100,0.0997,0.0004
0.0012,0.0009,20.0090,2.0116,0.0990,0.1000,0.0100,0.0997,0.0004
0.0011,0.0008,20.1085,2.0215,0.0990,0.1000,0.0100,0.0997,0.0004
0.0011,0.0008,20.2080,2.0314,0.0990,0.1000,0.0100,0.0997,0.0004
0.0011,0.0008,20.3075,2.0413,0.0990,0.1000,0.0100,0.0997,0.0004
0.0011,0.0008,20.4070,2.0512,0.0990,0.1000,0.0100,0.0997,0.0004
0.0010,0.0008,20.5065,2.0611,0.0991,0.1000,0.0100,0.0997,0.0004
0.0010,0.0008,20.6060,2.0710,0.0991,0.1000,0.0100,0.0997,0.0004
0.0010,0.0007,20.7055,2.0809,0.0991,0.1000,0.0100,0.0997,0.0004
0.0010,0.0007,20.8050,2.0908,0.0991,0.1000,0.0100,0.0997,0.0004
0.0009,0.0007,20.9045,2.1008,0.0991,0.1000,0.0100,0.0997,0.0004
0.0009,0.0007,21.0040,2.1107,0.0991,0.1000,0.0100,0.0997,0.0003
0.0009,0.0007,21.1035,2.1206,0.0991,0.1000,0.0100,0.0997,0.0003
0.0009,0.0007,21.2030,2.1305,0.0992,0.1000,0.0100,0.0997,0.0003
0.0009,0.0006,21.3026,2.1404,0.0992,0.1000,0.0100,0.0997,0.0003
0.0008,0.0006,21.4021,2.1503,0.0992,0.1000,0.0100,0.0997,0.0003
0.0008,0.0006,21.5016,2.1603,0.0992,0.1000,0.0100,0.0997,0.0003
0.0008,0.0006,21.6011,2.1702,0.0992,0.1000,0.0100,0.0997,0.0003
0.0008,0.0006,21.7006,2.1801,0.0992,0.1000,0.0100,0.0997,0.0003
0.0008,0.0006,21.8001,2.1900,0.0992,0.1000,0.0100,0.0997,0.0003
0.0007,0.0006,21.8996,2.1999,0.0992,0.1000,0.0100,0.0997,0.0003
0.0007,0.0005,21.9991,2.2099,0.0992,0.1000,0.0100,0.0997,0.0003
0.0007,0.0005,22.0986,2.2198,0.0993,0.1000,0.0100,0.0997,0.0003
0.0007,0.0005,22.1981,2.2297,0.0993,0.1000,0.0100,0.0997,0.0003
0.0007,0.0005,22.2976,2.2396,0.0993,0.1000,0.0100,0.0997,0.0003
0.0007,0.0005,22.3971,2.2496,0.0993,0.1000,0.0100,0.0997,0.0002
0.0006,0.0005,22.4966,2.2595,0.0993,0.1000,0.0100,0.0997,0.0002
0.0006,0.0005,22.5961,2.2694,0.0993,0.1000,0.0100,0.0997,0.0002
0.0006,0.0005,22.6956,2.2793,0.0993,0.1000,0.0100,0.0997,0.0002
0.0006,0.0004,22.7952,2.2893,0.0993,0.1000,0.0100,0.0997,0.0002
0.0006,0.0004,22.8947,2.2992,0.0993,0.1000,0.0100,0.0997,0.0002
0.0006,0.0004,22.9942,2.3091,0.0993,0.1000,0.0100,0.0997,0.0002
0.0006,0.0004,23.0937,2.3190,0.0994,0.1000,0.0100,0.0997,0.0002
0.0005,0.0004,23.1932,2.3290,0.0994,0.1000,0.0100,0.0997,0.0002
0.0005,0.0004,23.2927,2.3389,0.0994,0.1000,0.0100,0.0997,0.0002
0.0005,0.0004,23.3922,2.3488,0.0994,0.1000,0.0100,0.0997,0.0002
0.0005,0.0004,23.4917,2.3588,0.0994,0.1000,0.0100,0.0997,0.0002
0.0005,0.0004,23.5912,2.3687,0.0994,0.1000,0.0100,0.0997,0.0002
0.0005,0.0004,23.6907,2.3786,0.0994,0.1000,0.0100,0.0997,0.0002
0.0005,0.0003,23.7902,2.3886,0.0994,0.1000,0.0100,0.0997,0.0002
0.0005,0.0003,23.8897,2.3985,0.0994,0.1000,0.0100,0.0997,0.0002
0.0004,0.0003,23.9892,2.4084,0.0994,0.1000,0.0100,0.0997,0.0002
0.0004,0.0003,24.0887,2.4184,0.0994,0.1000,0.0100,0.0997,0.0002
0.0004,0.0003,24.1882,2.4283,0.0994,0.1000,0.0100,0.0997,0.0002
0.0004,0.0003,24.2877,2.4382,0.0994,0.1000,0.0100,0.0997,0.0002
0.0004,0.0003,24.3872,2.4482,0.0994,0.1000,0.0100,0.0997,0.0001
0.0004,0.0003,24.4867,2.4581,0.0995,0.1000,0.0100,0.0997,0.0001
0.0004,0.0003,24.5863,2.4681,0.0995,0.1000,0.0100,0.0997,0.0001
0.0004,0.0003,24.6858,2.4780,0.0995,0.1000,0.0100,0.0997,0.0001
0.0004,0.0003,24.7853,2.4879,0.0995,0.1000,0.0100,0.0997,0.0001
0.0004,0.0003,24.8848,2.4979,0.0995,0.1000,0.0100,0.0997,0.0001
0.0003,0.0003,24.9843,2.5078,0.0995,0.1000,0.0100,0.0997,0.0001
0.0003,0.0002,25.0838,2.5177,0.0995,0.1000,0.0100,0.0997,0.0001
0.0003,0.0002,25.1833,2.5277,0.0995,0.1000,0.0100,0.0997,0.0001
0.0003,0.0002,25.2828,2.5376,0.0995,0.1000,0.0100,0.0997,0.0001
0.0003,0.0002,25.3823,2.5476,0.0995,0.1000,0.0100,0.0997,0.0001
0.0003,0.0002,25.4818,2.5575,0.0995,0.1000,0.0100,0.0997,0.0001
0.0003,0.0002,25.5813,2.5674,0.0995,0.1000,0.0100,0.0997,0.0001
0.0003,0.0002,25.6808,2.5774,0.0995,0.1000,0.0100,0.0997,0.0001
0.0003,0.0002,25.7803,2.5873,0.0995,0.1000,0.0100,0.0997,0.0001
0.0003,0.0002,25.8798,2.5973,0.0995,0.1000,0.0100,0.0997,0.0001
0.0003,0.0002,25.9793,2.6072,0.0995,0.1000,0.0100,0.0997,0.0001
0.0003,0.0002,26.0788,2.6171,0.0995,0.1000,0.0100,0.0997,0.0001
0.0003,0.0002,26.1783,2.6271,0.0995,0.1000,0.0100,0.0997,0.0001
0.0002,0.0002,26.2778,2.6370,0.0995,0.1000,0.0100,0.0997,0.0001
0.0002,0.0002,26.3773,2.6470,0.0995,0.1000,0.0100,0.0997,0.0001
0.0002,0.0002,26.4768,2.6569,0.0995,0.1000,0.0100,0.0997,0.0001
0.0002,0.0002,26.5763,2.6669,0.0995,0.1000,0.0100,0.0997,0.0001
0.0002,0.0002,26.6758,2.6768,0.0996,0.1000,0.0100,0.0997,0.0001
0.0002,0.0002,26.7753,2.6867,0.0996,0.1000,0.0100,0.0997,0.0001
0.0002,0.0002,26.8749,2.6967,0.0996,0.1000,0.0100,0.0997,0.0001
0.0002,0.0002,26.9744,2.7066,0.0996,0.1000,0.0100,0.0997,0.0001
0.0002,0.0001,27.0739,2.7166,0.0996,0.1000,0.0100,0.0997,0.0001
0.0002,0.0001,27.1734,2.7265,0.0996,0.1000,0.0100,0.0997,0.0001
0.0002,0.0001,27.2729,2.7365,0.0996,0.1000,0.0100,0.0997,0.0001
0.0002,0.0001,27.3724,2.7464,0.0996,0.1000,0.0100,0.0997,0.0001
0.0002,0.0001,27.4719,2.7563,0.0996,0.1000,0.0100,0.0997,0.0001
0.0002,0.0001,27.5714,2.7663,0.0996,0.1000,0.0100,0.0997,0.0001
0.0002,0.0001,27.6709,2.7762,0.0996,0.1000,0.0100,0.0997,0.0001
0.0002,0.0001,27.7704,2.7862,0.0996,0.1000,0.0100,0.0997,0.0001
0.0002,0.0001,27.8699,2.7961,0.0996,0.1000,0.0100,0.0997,0.0001
0.0002,0.0001,27.9694,2.8061,0.0996,0.1000,0.0100,0.0997,0.0001
0.0001,0.0001,28.0689,2.8160,0.0996,0.1000,0.0100,0.0997,0.0001
0.0001,0.0001,28.1684,2.8260,0.0996,0.1000,0.0100,0.0997,0.0001
0.0001,0.0001,28.2679,2.8359,0.0996,0.1000,0.0100,0.0997,0.0001
0.0001,0.0001,28.3674,2.8459,0.0996,0.1000,0.0100,0.0997,0.0001
0.0001,0.0001,28.4669,2.8558,0.0996,0.1000,0.0100,0.0997,0.0000
0.0001,0.0001,28.5664,2.8657,0.0996,0.1000,0.0100,0.0997,0.0000
0.0001,0.0001,28.6659,2.8757,0.0996,0.1000,0.0100,0.0997,0.0000
0.0001,0.0001,28.7654,2.8856,0.0996,0.1000,0.0100,0.0997,0.0000
0.0001,0.0001,28.8649,2.8956,0.0996,0.1000,0.0100,0.0997,0.0000
0.0001,0.0001,28.9644,2.9055,0.0996,0.1000,0.0100,0.0997,0.0000
0.0001,0.0001,29.0640,2.9155,0.0996,0.1000,0.0100,0.0997,0.0000
0.0001,0.0001,29.1635,2.9254,0.0996,0.1000,0.0100,0.0997,0.0000
0.0001,0.0001,29.2630,2.9354,0.0996,0.1000,0.0100,0.0997,0.0000
0.0001,0.0001,29.3625,2.9453,0.0996,0.1000,0.0100,0.0997,0.0000
0.0001,0.0001,29.4620,2.9553,0.0996,0.1000,0.0100,0.0997,0.0000
0.0001,0.0001,29.5615,2.9652,0.0996,0.1000,0.0100,0.0997,0.0000
0.0001,0.0001,29.6610,2.9752,0.0996,0.1000,0.0100,0.0997,0.0000
0.0001,0.0001,29.7605,2.9851,0.0996,0.1000,0.0100,0.0997,0.0000
